,id,eid,formula,R1,R2,R3,F1,F2,F3,P0,P1,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition
247,248,Ti-25Nb-3Zr-2Sn-5Mo,Ti78.40Nb15.33Zr1.97Sn0.98Mo3.32,97,10.1016/j.jmbbm.2013.07.007,kent2013,0,0,0,,175.00,68.00,3.00,491.00,5.00,618.00,5.00,7.00,,,,12.39,meta,Ti-beta,,,ST-WQ,Alloy C. Mechanical properties estimated based on Fig. 5. Strength errors assumed to be near 5 MPa. Elongation from the hot rolled specimens.,Ti78.4 Nb15.33 Zr1.97 Sn0.98 Mo3.32
248,249,Ti-10Nb-3Fe,Ti91.85Nb5.44Fe2.71,98,10.1016/j.jmbbm.2015.02.030,chaves2015,1,1,0,1520.00,,77.00,6.00,,,,,,,479.00,4.00,11.49,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. ,Ti91.85 Nb5.44 Fe2.71
249,250,Ti-15Nb-3Fe,Ti88.84Nb8.37Fe2.79,98,10.1016/j.jmbbm.2015.02.030,chaves2015,1,0,0,1960.00,,71.00,4.00,,,,,,,411.00,5.00,12.91,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. Omega-phase presence inferred from other compositions of the same study. ,Ti88.84 Nb8.37 Fe2.79
250,251,Ti-20Nb-3Fe,Ti85.67Nb11.47Fe2.86,98,10.1016/j.jmbbm.2015.02.030,chaves2015,1,0,0,1600.00,,67.00,5.00,,,,,,,326.00,3.00,14.30,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. Omega-phase presence inferred from other compositions of the same study. ,Ti85.67 Nb11.47 Fe2.86
251,252,Ti-25Nb-3Fe,Ti82.33Nb14.73Fe2.94,98,10.1016/j.jmbbm.2015.02.030,chaves2015,1,1,0,1820.00,,65.00,6.00,,,,,,,289.00,3.00,15.70,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. ,Ti82.33 Nb14.73 Fe2.94
252,253,Ti-7Mo-1Fe,Ti95.21Mo3.89Fe0.89,99,10.1016/S0142-9612(01)00233-2,lin2002,0,1,0,,47.00,111.00,,,,1902.00,,,,435.00,,10.39,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. ",Ti95.21 Mo3.89 Fe0.89
253,254,Ti-7Mo-3Fe,Ti93.41Mo3.91Fe2.68,99,10.1016/S0142-9612(01)00233-2,lin2002,0,1,0,,23.00,85.00,,,,2201.00,,,,382.00,,16.20,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. ",Ti93.41 Mo3.91 Fe2.68
254,255,Ti-7Mo-5Fe,Ti91.60Mo3.92Fe4.49,99,10.1016/S0142-9612(01)00233-2,lin2002,0,0,0,,19.00,89.00,,,,1994.00,,,,347.00,,22.01,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. Omega-phase inferred from other compositions in the same study.",Ti91.6 Mo3.92 Fe4.49
255,256,Ti-7Mo-7Fe,Ti89.77Mo3.93Fe6.30,99,10.1016/S0142-9612(01)00233-2,lin2002,0,0,0,,14.00,98.00,,,,1851.00,,,,367.00,,27.80,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. Omega-phase inferred from other compositions in the same study.",Ti89.77 Mo3.93 Fe6.3
256,257,Ti-8Fe-8Ta,Ti90.39Fe7.31Ta2.30Zr0.01,100,10.1016/j.msec.2005.04.004,kuroda2005,1,0,0,690.00,,,,914.00,10.00,1058.00,10.00,10.00,,327.00,,24.76,meta,Ti-beta,,,ST-WQ,ST at beta-transus + 50 degC for 1 h then WQ. Hardness from Fig. 5. Tensile properties from Fig. 7. Elongation reported in the abstract. ,Ti90.39 Fe7.31 Ta2.3 Zr0.01
257,258,Ti-8Fe-8Ta-4Zr,Ti88.41Fe7.36Ta2.32Zr1.91,100,10.1016/j.msec.2005.04.004,kuroda2005,1,0,0,370.00,,,,934.00,10.00,1054.00,10.00,10.00,,331.00,,24.52,meta,Ti-beta,,,ST-WQ,ST at beta-transus + 50 degC for 1 h then WQ. Hardness from Fig. 5. Tensile properties from Fig. 7. Elongation reported in the abstract. ,Ti88.41 Fe7.36 Ta2.32 Zr1.91
258,259,Ti-10Fe-10Ta-4Zr,Ti85.36Fe9.58Ta2.99Zr2.08,100,10.1016/j.msec.2005.04.004,kuroda2005,1,0,0,450.00,,,,966.00,10.00,1086.00,10.00,6.00,,338.00,,31.21,stable,Ti-beta,,,ST-WQ,ST at beta-transus + 50 degC for 1 h then WQ. Hardness from Fig. 5. Tensile properties from Fig. 7. Elongation reported in the abstract. ,Ti85.36 Fe9.58 Ta2.99 Zr2.08
259,260,Ti-25Nb-5Mo-3Sn-2Fe-0.2O,Ti78.31Nb15.34Mo2.96Sn1.38Fe2.00,101,10.1002/adem.201901229,manshadi2020,1,0,0,2800.00,32.00,72.00,,,,621.00,,3.80,,,,17.56,meta,Ti-beta,Ti-alpha,,PM-FC,PM with hydride de-hydide (HDH) Ti and gas atomized (GA) solutes. Sintering at 1350 deg C followed by FC. Grain size roughly estimated from Fig. 1. Density > 90%. ,Ti78.31 Nb15.34 Mo2.96 Sn1.38 Fe2
260,261,Ti-25Nb-5Mo-3Sn-2Fe-0.3O,Ti78.39Nb15.26Mo2.92Sn1.39Fe2.03,101,10.1002/adem.201901229,manshadi2020,1,0,0,3600.00,50.00,75.00,,,,682.00,,7.20,,,,17.56,meta,Ti-beta,Ti-alpha,,PM-FC,PM with hydride de-hydide (HDH) Ti and gas atomized (GA) solutes. Sintering at 1350 deg C followed by FC. Grain size roughly estimated from Fig. 1. Density > 90%. ,Ti78.39 Nb15.26 Mo2.92 Sn1.39 Fe2.03
261,262,Ti-25Nb-5Mo-3Sn-2Fe-0.6O,Ti78.38Nb15.37Mo2.86Sn1.35Fe2.04,101,10.1002/adem.201901229,manshadi2020,1,0,0,5700.00,38.00,74.00,,,,610.00,,0.00,,,,17.54,meta,Ti-beta,Ti-alpha,,PM-FC,PM with hydride de-hydide (HDH) Ti and gas atomized (GA) solutes. Sintering at 1350 deg C followed by FC. Grain size roughly estimated from Fig. 1. Density > 90%. UTS roughly estimated from Fig. 3. Sample showed no ductility. ,Ti78.38 Nb15.37 Mo2.86 Sn1.35 Fe2.04
262,263,Ti-15Mo-3Al-1O,Ti86.49Mo7.89Al5.61,102,10.1088/2053-1591/abcb3e,xu2020,1,0,0,10000.00,300.00,,,1203.00,88.00,,,-43.00,,376.00,5.00,12.00,meta,Ti-beta,,,ST-AC,"ST at 1200 deg C for 2 h, cooling not specified (assumed AC). Compression tests in speciments with D = 4 mm x 6 mm.  Grain size roughly esitmated based on Fig. 4b. Hardness from Fig. 7. ",Ti86.49 Mo7.89 Al5.61
263,264,Ti-29Nb-2Mo-6Zr,Ti86.48Nb10.57Mo0.69Zr2.27,103,10.1016/j.jallcom.2019.153078,nunes2020,0,0,0,,315.00,79.00,1.00,,,,,,,297.00,3.00,6.32,near,Ti-beta,Ti-alpha-dp,,ST-WQ,"Cold rolled 90%, ST at 950 deg C for 1 h then WQ. Grain size from Fig. 3d. Alpha-dp presence disputed. ",Ti86.48 Nb10.57 Mo0.69 Zr2.27
264,265,Ti-12Mo-3Nb,Ti91.86Mo6.47Nb1.67,104,10.1016/j.jallcom.2011.11.035,gabriel2012,0,0,0,,112.00,105.00,,449.00,2.00,747.00,10.00,42.00,1.00,,,12.84,meta,Ti-beta,,,ST-WQ,ST at 950 deg C for 1 h then quenched in water. Grain size roughly estimated from Fig. 2. Mechanical properties extracted from Fig. 3. ,Ti91.86 Mo6.47 Nb1.67
265,266,Ti-35Nb-7Zr-5Ta-0.1O,Ti69.34Nb23.97Zr4.98Ta1.71,105,10.1007/s11837-004-0253-9,qazi2004,1,0,0,600.00,60.00,,,530.00,,590.00,,21.00,,,,10.96,meta,Ti-beta,,,ST-WQ,ST at 850 deg C for 1 h then WQ,Ti69.34 Nb23.97 Zr4.98 Ta1.71
266,267,Ti-35Nb-7Zr-5Ta-0.5O,Ti69.41Nb23.57Zr5.06Ta1.96,105,10.1007/s11837-004-0253-9,qazi2004,1,0,0,4600.00,23.00,,,937.00,,1014.00,,19.00,,,,10.92,meta,Ti-beta,,,ST-WQ,ST at 840 deg C for 1 h then WQ,Ti69.41 Nb23.57 Zr5.06 Ta1.96
267,268,Ti-35Nb-7Zr-5Ta-0.7O,Ti69.59Nb23.54Zr4.92Ta1.96,105,10.1007/s11837-004-0253-9,qazi2004,1,0,0,6800.00,28.00,,,1081.00,,1097.00,,21.00,,,,10.92,meta,Ti-beta,,,ST-WQ,ST at 900 deg C for 1 h then WQ,Ti69.59 Nb23.54 Zr4.92 Ta1.96
268,269,Ti-30Zr-5Mo,Ti77.87Zr18.90Mo3.23,106,10.1016/j.jmbbm.2011.06.020,zhao2011b,1,0,0,870.00,280.00,75.00,4.00,383.00,28.00,762.00,25.00,18.00,3.00,,,5.38,near,Ti-beta,,,ST-WQ,"ST at 850 deg C for 1 h then WQ. Tensile tests with specimens with a cross section of 10 x 1.5 mm, 40 mm length. Grain size roughly estimated based on Fig. 2. Young modulus from Fig. 6. Tensile properties from Fig. 7. ",Ti77.87 Zr18.9 Mo3.23
269,270,Ti-30Zr-6Mo,Ti77.15Zr18.98Mo3.87,106,10.1016/j.jmbbm.2011.06.020,zhao2011b,1,0,0,1340.00,160.00,63.00,5.00,459.00,63.00,723.00,7.00,33.00,5.00,,,6.41,near,Ti-beta,,,ST-WQ,"ST at 850 deg C for 1 h then WQ. Tensile tests with specimens with a cross section of 10 x 1.5 mm, 40 mm length. Grain size roughly estimated based on Fig. 2. Young modulus from Fig. 6. Tensile properties from Fig. 7. ",Ti77.15 Zr18.98 Mo3.87
270,271,Ti-30Zr-7Mo,Ti76.43Zr19.29Mo4.28,106,10.1016/j.jmbbm.2011.06.020,zhao2011b,1,0,0,1260.00,120.00,66.00,3.00,674.00,13.00,784.00,17.00,19.00,1.00,,,7.04,near,Ti-beta,,,ST-WQ,"ST at 850 deg C for 1 h then WQ. Tensile tests with specimens with a cross section of 10 x 1.5 mm, 40 mm length. Grain size roughly estimated based on Fig. 2. Young modulus from Fig. 6. Tensile properties from Fig. 7. ",Ti76.43 Zr19.29 Mo4.28
271,272,at_Ti-26Nb,Ti74.00Nb26.00,107,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,575.00,75.00,,447.00,,,,,,227.00,,11.35,meta,Ti-beta,Ti-alpha-dp,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti74 Nb26
272,273,at_Ti-26Nb-2Mo,Ti72.00Nb26.00Mo2.00,107,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,521.00,67.00,,535.00,,,,,,189.00,,14.34,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti72 Nb26 Mo2
273,274,at_Ti-26Nb-4Mo,Ti70.00Nb26.00Mo4.00,107,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,496.00,64.00,,621.00,,,,,,211.00,,17.24,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti70 Nb26 Mo4
274,275,at_Ti-26Nb-6Mo,Ti68.00Nb26.00Mo6.00,107,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,584.00,56.00,,634.00,,,,,,218.00,,20.04,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti68 Nb26 Mo6
275,276,at_Ti-26Nb-8Mo,Ti66.00Nb26.00Mo8.00,107,10.1016/j.jallcom.2019.152412,li2020,0,0,1,,478.00,55.00,,663.00,,,,,,242.00,,22.77,meta,Ti-beta,,,As-cast,Compression tests. Mechanical properties from Table 1 (Y0.2). Grain size roughly estimated from Fig. 2,Ti66 Nb26 Mo8
276,277,at_AlNbTiV,Ti25.10Nb23.80V24.50Al26.6,108,10.1016/j.matlet.2014.11.162,stepanov2015,0,0,0,,240.00,,,1020.00,,1318.00,,-5.00,,448.00,12.00,13.71,meta,Ti-beta,,,ST-FC,"Samples homogenized at 1200 deg C for 24 h in vacuum. Cooling not specified (assumed FC). Compression tests at RT (22 deg C), rectangular specimens 7 x 5 x 5 mm3. Hardness measurements converted from 4394 (118) [MPa]",Ti25.1 Nb23.8 V24.5 Al26.6
277,278,at_HfNbTiZr,Ti25.00Nb25.00Zr25.00Hf25.00,109,10.1016/j.matlet.2014.05.134,wu2014,0,0,0,,1150.00,,,879.00,,969.00,,15.00,,,,6.34,near,Ti-beta,,,ST-FC,Samples homogenized at 1300 deg C for 6 h. Tensile tests performed at RT with dog-bone shape specimens with gauge geometry 1 x 5 x 10 mm. Real composition not measured/reported. Conclusion text conflicts with discussion (tensile tests could be performed with as-cast samples),Ti25 Nb25 Zr25 Hf25
278,279,at_TiNbZrTaHf,Ti19.70Nb18.93Zr21.23Ta19.68Hf20.46,110,10.1016/j.jallcom.2011.02.171,senkov2011,0,0,0,,150.00,,,929.00,15.00,,,-50.00,,390.00,,10.77,meta,Ti-beta,,,ST-FC,Samples HIPed at 1200 deg C (207 MPa) for 3 h. Compression tests with cylindrical specimens 3.7 x 5.6 mm at RT. Sample did not fracture (elongation set to -50%). ,Ti19.7 Nb18.93 Zr21.23 Ta19.68 Hf20.46
279,280,at_Ti-20Fe,Ti80.00Fe20.00,111,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1389.00,,1566.00,,-7.80,,484.00,,65.48,stable,Ti-beta,Ti-alpha,,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 44.9 GPa,Ti80 Fe20
280,281,at_Ti-20Fe-1Sn,Ti79.00Fe20.00Sn1.00,111,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1531.00,,1679.00,,-8.60,,495.00,,64.56,stable,Ti-beta,Ti-alpha,,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 49.4 GPa,Ti79 Fe20 Sn1
281,282,at_Ti-20Fe-3Sn,Ti77.00Fe20.00Sn3.00,111,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1574.00,,1732.00,,-3.50,,513.00,,62.79,stable,Ti-beta,Ti-alpha,TiFe,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 36.4,Ti77 Fe20 Sn3
282,283,at_Ti-20Fe-5Sn,Ti75.00Fe20.00Sn5.00,111,10.1016/j.jallcom.2019.01.346,li2019,0,1,1,,,,,1700.00,,2332.00,,-10.40,,558.00,,61.11,stable,Ti-alpha,Ti-beta,TiFe,As-cast,Compression tests in cylindrical samples with a diameter of 3 mm and a height of aprox. 5 mm. Hardness and elastic modulus measured by nanoidentation. Reduced elastic modulus of 33.6,Ti75 Fe20 Sn5
283,284,at_Ti-10Fe-3Sn-3Nb,Ti84.00Fe10.00Sn3.00Nb3.00,112,10.1016/j.msea.2017.08.060,zhao2017,0,1,0,,98.00,,,1470.00,,1950.00,,-50.00,,,,32.56,stable,Ti-beta,Ti-alpha-dp,,As-cast,Alpha-dp presence disputable. Reported elongation of -64% (replaced with -50%).,Ti84 Fe10 Sn3 Nb3
284,285,at_Ti-12Fe-3Sn-3Nb,Ti82.00Fe12.00Sn3.00Nb3.00,112,10.1016/j.msea.2017.08.060,zhao2017,0,0,0,,100.00,,,1600.00,,2080.00,,-50.00,,,,38.65,stable,Ti-beta,,,As-cast,Additional phases were not characterized. Reported elongation of -52% (replaced with -50%).,Ti82 Fe12 Sn3 Nb3
285,286,at_Ti-14Fe-3Sn-3Nb,Ti80.00Fe14.00Sn3.00Nb3.00,112,10.1016/j.msea.2017.08.060,zhao2017,0,0,0,,106.00,,,1880.00,,2400.00,,-32.00,,,,44.71,stable,Ti-beta,,,As-cast,Additional phases were not characterized. Sample with no apparent fracture in compression - deformation set to -50%.,Ti80 Fe14 Sn3 Nb3
